Order,Family,Genus,scientificName,Authority,NCBI_id
Gentianales,Rubiaceae,Neonauclea,Neonauclea sp.,NA,292246
Gentianales,Rubiaceae,Neonauclea,Neonauclea sp.,NA,292245
Gentianales,Rubiaceae,Neonauclea,Neonauclea sp.,NA,292244
Gentianales,Rubiaceae,Neonauclea,Neonauclea sp.,NA,292243
Gentianales,Rubiaceae,Neonauclea,Neonauclea sp.,NA,292241
Gentianales,Rubiaceae,Neonauclea,Neonauclea sp.,NA,292240
Gentianales,Rubiaceae,Neolamarckia,Neolamarckia sp.,NA,1905649
Gentianales,Rubiaceae,Uncaria,Uncaria sp.,NA,1346572
Gentianales,Rubiaceae,Uncaria,Uncaria sp.,NA,1085517
Gentianales,Rubiaceae,Uncaria,Uncaria sp.,NA,170079
Gentianales,Rubiaceae,Nauclea,Nauclea sp.,NA,2501703
Gentianales,Rubiaceae,Nauclea,Nauclea sp.,NA,1905648
Gentianales,Rubiaceae,Cephalanthus,Cephalanthus tetrandrus,NA,1442741
Gentianales,Rubiaceae,Scyphiphora,Scyphiphora hydrophyllacea,NA,86994
Gentianales,Rubiaceae,Wendlandia,Wendlandia sp.,NA,2479360
Gentianales,Rubiaceae,Wendlandia,Wendlandia sp.,NA,1515153
Gentianales,Rubiaceae,Wendlandia,Wendlandia sp.,NA,339333
Gentianales,Rubiaceae,Augusta,Augusta sp.,NA,883473
Gentianales,Rubiaceae,Airosperma,Airosperma sp.,NA,1008954
Gentianales,Rubiaceae,Boholia,Boholia sp.,NA,1571526
Gentianales,Rubiaceae,Boholia,Boholia sp.,NA,353836
Gentianales,Rubiaceae,Bertiera,Bertiera sp.,NA,1628285
Gentianales,Rubiaceae,Bertiera,Bertiera racemosa var. dewevrei,NA,339282
Gentianales,Rubiaceae,Bertiera,Bertiera sp.,NA,529873
Gentianales,Rubiaceae,Bertiera,Bertiera sp.,NA,349147
Gentianales,Rubiaceae,Discospermum,Discospermum sp.,NA,2048328
Gentianales,Rubiaceae,Discospermum,Discospermum sp.,NA,530108
Gentianales,Rubiaceae,Sericanthe,Sericanthe sp.,NA,1034003
Gentianales,Rubiaceae,Sericanthe,Sericanthe sp.,NA,530110
Gentianales,Rubiaceae,Sericanthe,Sericanthe sp.,NA,349156
Gentianales,Rubiaceae,Calycosiphonia,Calycosiphonia sp.,NA,349148
Gentianales,Rubiaceae,Belonophora,Belonophora sp.,NA,530105
Gentianales,Rubiaceae,Belonophora,Belonophora sp.,NA,349146
Gentianales,Rubiaceae,Diplospora,Diplospora sp.,NA,1905637
Gentianales,Rubiaceae,Diplospora,Diplospora sp.,NA,530107
Gentianales,Rubiaceae,Diplospora,Diplospora sp.,NA,349150
Gentianales,Rubiaceae,Tricalysia,Tricalysia sp.,NA,1628320
Gentianales,Rubiaceae,Tricalysia,Tricalysia sp.,NA,1323242
Gentianales,Rubiaceae,Tricalysia,Tricalysia sp.,NA,1321563
Gentianales,Rubiaceae,Tricalysia,Tricalysia sp.,NA,1317882
Gentianales,Rubiaceae,Tricalysia,Tricalysia sp.,NA,1305010
Gentianales,Rubiaceae,Tricalysia,Tricalysia sp.,NA,394428
Gentianales,Rubiaceae,Tricalysia,Tricalysia sp.,NA,349160
Gentianales,Rubiaceae,Tricalysia,Tricalysia sp.,NA,349159
Gentianales,Rubiaceae,Tricalysia,Tricalysia sp.,NA,349158
Gentianales,Rubiaceae,Tricalysia,Tricalysia congesta subsp. congesta,NA,1921607
Gentianales,Rubiaceae,Psilanthus,Coffea mogeneti,NA,1168295
Gentianales,Rubiaceae,Psilanthus,Coffea alleizettei,NA,1168291
Gentianales,Rubiaceae,Psilanthus,Coffea sp.,NA,1905635
Gentianales,Rubiaceae,Psilanthus,Coffea sp.,NA,1628291
Gentianales,Rubiaceae,Psilanthus,Coffea sp.,NA,1628290
Gentianales,Rubiaceae,Psilanthus,Coffea sp.,NA,1322072
Gentianales,Rubiaceae,Psilanthus,Coffea sp.,NA,1168299
Gentianales,Rubiaceae,Psilanthus,Coffea sp.,NA,586333
Gentianales,Rubiaceae,Psilanthus,Coffea sp.,NA,586332
Gentianales,Rubiaceae,Psilanthus,Coffea sp.,NA,586331
Gentianales,Rubiaceae,Psilanthus,Coffea spp.,mixed_genomic_library,443232
Gentianales,Rubiaceae,Psilanthus,Coffea sp.,NA,394437
Gentianales,Rubiaceae,Psilanthus,Coffea sp.,NA,339957
Gentianales,Rubiaceae,Psilanthus,Coffea sp.,NA,339955
Gentianales,Rubiaceae,Psilanthus,Coffea sp.,NA,339954
Gentianales,Rubiaceae,Psilanthus,Coffea sp.,NA,339953
Gentianales,Rubiaceae,Psilanthus,Coffea sp.,NA,339952
Gentianales,Rubiaceae,Psilanthus,Coffea sp.,NA,339951
Gentianales,Rubiaceae,Psilanthus,Coffea sp.,NA,339950
Gentianales,Rubiaceae,Psilanthus,Coffea sp.,NA,339949
Gentianales,Rubiaceae,Psilanthus,Coffea sp.,NA,339948
Gentianales,Rubiaceae,Psilanthus,Coffea sp.,NA,339947
Gentianales,Rubiaceae,Psilanthus,Coffea sp.,NA,339909
Gentianales,Rubiaceae,Psilanthus,Coffea sp.,NA,114521
Gentianales,Rubiaceae,Psilanthus,Coffea sp.,NA,49403
Gentianales,Rubiaceae,Psilanthus,Coffea sp.,NA,49402
Gentianales,Rubiaceae,Psilanthus,Coffea sp.,NA,49400
Gentianales,Rubiaceae,Psilanthus,Coffea sp.,NA,49399
Gentianales,Rubiaceae,Psilanthus,Coffea heterocalyx,Stoffelen,339901
Gentianales,Rubiaceae,Psilanthus,Coffea augagneuri,NA,339884
Gentianales,Rubiaceae,Psilanthus,Psilanthus bengalensis,(Roem._Schultes)_J.-F.Leroy,213306
Gentianales,Rubiaceae,Psilanthus,Coffea canephora subsp. canephora,NA,308126
Gentianales,Rubiaceae,Sherbournia,Sherbournia sp.,NA,136885
Gentianales,Rubiaceae,Oxyanthus,Oxyanthus sp.,NA,58469
Gentianales,Rubiaceae,Oxyanthus,Oxyanthus racemosa,NA,136907
Gentianales,Rubiaceae,Melanopsidium,Melanopsidium sp.,NA,2566191
Gentianales,Rubiaceae,Melanopsidium,Melanopsidium sp.,NA,2321306
Gentianales,Rubiaceae,Stachyarrhena,Stachyarrhena sp.,NA,136685
Gentianales,Rubiaceae,Kutchubaea,Kutchubaea sp.,NA,569942
Gentianales,Rubiaceae,Kutchubaea,Kutchubaea sp.,NA,271245
Gentianales,Rubiaceae,Duroia,Duroia sp.,NA,2054693
Gentianales,Rubiaceae,Alibertia,Alibertia sp.,NA,136687
Gentianales,Rubiaceae,Alibertia,Alibertia sp.,NA,114520
Gentianales,Rubiaceae,Helictosperma,Helictosperma poissoniana,NA,2231863
Gentianales,Rubiaceae,Helictosperma,Tarenna malacophylla,(Drake)_Homolle_1939,1623663
Gentianales,Rubiaceae,Exallosperma,Pavetteae sp.,NA,1628284
Gentianales,Rubiaceae,Exallosperma,Pavetteae sp.,NA,1628283
Gentianales,Rubiaceae,Schizenterospermum,Schizenterospermum sp.,NA,1571529
Gentianales,Rubiaceae,Homollea,Homollea sp.,NA,1628323
Gentianales,Rubiaceae,Homollea,Homollea sp.,NA,1628322
Gentianales,Rubiaceae,Paracephaelis,Paracephaelis sp.,NA,1628316
Gentianales,Rubiaceae,Paracephaelis,Paracephaelis sp.,NA,1628305
Gentianales,Rubiaceae,Paracephaelis,Paracephaelis sp.,NA,353843
Gentianales,Rubiaceae,Coptosperma,Coptosperma sp.,NA,1665024
Gentianales,Rubiaceae,Coptosperma,Coptosperma sp.,NA,1628300
Gentianales,Rubiaceae,Coptosperma,Coptosperma sp.,NA,1628299
Gentianales,Rubiaceae,Coptosperma,Coptosperma sp.,NA,1628298
Gentianales,Rubiaceae,Coptosperma,Coptosperma sp.,NA,1628297
Gentianales,Rubiaceae,Coptosperma,Coptosperma sp.,NA,1628296
Gentianales,Rubiaceae,Coptosperma,Coptosperma sp.,NA,1628295
Gentianales,Rubiaceae,Coptosperma,Coptosperma sp.,NA,1628294
Gentianales,Rubiaceae,Coptosperma,Coptosperma sp.,NA,1628293
Gentianales,Rubiaceae,Coptosperma,Coptosperma sp.,NA,1628292
Gentianales,Rubiaceae,Coptosperma,Coptosperma sp.,NA,1547752
Gentianales,Rubiaceae,Coptosperma,Coptosperma sp.,NA,1547751
Gentianales,Rubiaceae,Coptosperma,Coptosperma sp.,NA,1547750
Gentianales,Rubiaceae,Coptosperma,Coptosperma sp.,NA,1547749
Gentianales,Rubiaceae,Coptosperma,Coptosperma sp.,NA,1547748
Gentianales,Rubiaceae,Coptosperma,Coptosperma sp.,NA,354273
Gentianales,Rubiaceae,Coptosperma,Coptosperma sp.,NA,353864
Gentianales,Rubiaceae,Coptosperma,Coptosperma sp.,NA,339286
Gentianales,Rubiaceae,Leptactina,Leptactina leopoldi-secundi,NA,271246
Gentianales,Rubiaceae,Pavetta,Pavetta sp.,NA,1547770
Gentianales,Rubiaceae,Pavetta,Pavetta sp.,NA,1547769
Gentianales,Rubiaceae,Pavetta,Pavetta sp.,NA,1547768
Gentianales,Rubiaceae,Pavetta,Pavetta sp.,NA,1323236
Gentianales,Rubiaceae,Pavetta,Pavetta sp.,NA,1317875
Gentianales,Rubiaceae,Pavetta,Pavetta sp.,NA,1237697
Gentianales,Rubiaceae,Rutidea,Rutidea sp.,NA,349155
Gentianales,Rubiaceae,Tarenna,Tarenna sp.,NA,2048332
Gentianales,Rubiaceae,Tarenna,Tarenna sp.,NA,1905665
Gentianales,Rubiaceae,Tarenna,Tarenna sp.,NA,1628319
Gentianales,Rubiaceae,Tarenna,Tarenna sp.,NA,1628318
Gentianales,Rubiaceae,Tarenna,Tarenna sp.,NA,349157
Gentianales,Rubiaceae,Fosbergia,Fosbergia sp.,NA,1905639
Gentianales,Rubiaceae,Fosbergia,Fosbergia sp.,NA,1898910
Gentianales,Rubiaceae,Rubovietnamia,Rubovietnamia sp.,NA,1905660
Gentianales,Rubiaceae,Tocoyena,Tocoyena sp.,NA,136964
Gentianales,Rubiaceae,Sphinctanthus,Sphinctanthus sp.,NA,2072296
Gentianales,Rubiaceae,Catunaregam,Catunaregam sp.,NA,1628287
Gentianales,Rubiaceae,Catunaregam,Catunaregam sp.,NA,1628286
Gentianales,Rubiaceae,Benkara,Benkara sp.,NA,1905629
Gentianales,Rubiaceae,Benkara,Benkara sp.,NA,1571527
Gentianales,Rubiaceae,Atractocarpus,Atractocarpus sp.,NA,2650026
Gentianales,Rubiaceae,Atractocarpus,Atractocarpus sp.,NA,2607429
Gentianales,Rubiaceae,Atractocarpus,Atractocarpus sp.,NA,2607428
Gentianales,Rubiaceae,Atractocarpus,Atractocarpus sp.,NA,2607427
Gentianales,Rubiaceae,Atractocarpus,Atractocarpus sp.,NA,2607426
Gentianales,Rubiaceae,Atractocarpus,Atractocarpus sp.,NA,2607425
Gentianales,Rubiaceae,Atractocarpus,Atractocarpus sp.,NA,2607424
Gentianales,Rubiaceae,Atractocarpus,Atractocarpus sp.,NA,2607423
Gentianales,Rubiaceae,Atractocarpus,Atractocarpus sp.,NA,2607422
Gentianales,Rubiaceae,Atractocarpus,Atractocarpus sp.,NA,2607421
Gentianales,Rubiaceae,Atractocarpus,Atractocarpus sp.,NA,2607420
Gentianales,Rubiaceae,Atractocarpus,Atractocarpus sp.,NA,2607419
Gentianales,Rubiaceae,Atractocarpus,Atractocarpus sp.,NA,2607418
Gentianales,Rubiaceae,Atractocarpus,Atractocarpus sp.,NA,2607417
Gentianales,Rubiaceae,Atractocarpus,Atractocarpus balansaeanus,NA,1008955
Gentianales,Rubiaceae,Oxyceros,Oxyceros sp.,NA,114522
Gentianales,Rubiaceae,Hyperacanthus,Hyperacanthus sp.,NA,1628314
Gentianales,Rubiaceae,Hyperacanthus,Hyperacanthus sp.,NA,1628313
Gentianales,Rubiaceae,Hyperacanthus,Hyperacanthus sp.,NA,1628312
Gentianales,Rubiaceae,Hyperacanthus,Hyperacanthus sp.,NA,1628311
Gentianales,Rubiaceae,Hyperacanthus,Hyperacanthus sp.,NA,1628310
Gentianales,Rubiaceae,Hyperacanthus,Hyperacanthus sp.,NA,1628309
Gentianales,Rubiaceae,Hyperacanthus,Hyperacanthus sp.,NA,1628308
Gentianales,Rubiaceae,Hyperacanthus,Hyperacanthus sp.,NA,1628307
Gentianales,Rubiaceae,Hyperacanthus,Hyperacanthus sp.,NA,1628306
Gentianales,Rubiaceae,Hyperacanthus,Hyperacanthus sp.,NA,529872
Gentianales,Rubiaceae,Aidia,Aidia sp.,NA,2048327
Gentianales,Rubiaceae,Aidia,Aidia sp.,NA,1571530
Gentianales,Rubiaceae,Aidia,Aidia sp.,NA,883458
Gentianales,Rubiaceae,Euclinia,Euclinia sp.,NA,1579352
Gentianales,Rubiaceae,Euclinia,Euclinia sp.,NA,1579351
Gentianales,Rubiaceae,Genipa,Genipa sp.,NA,128417
Gentianales,Rubiaceae,Porterandia,Porterandia sp.,NA,2048330
Gentianales,Rubiaceae,Rothmannia,Rothmannia sp.,NA,339320
Gentianales,Rubiaceae,Rothmannia,Rothmannia engleriana var. engleriana,NA,1899202
Gentianales,Rubiaceae,Randia,Randia loniceroides,NA,1129523
Gentianales,Rubiaceae,Randia,Randia sp.,NA,1128295
Gentianales,Rubiaceae,Randia,Randia sp.,NA,203113
Gentianales,Rubiaceae,Randia,Randia sp.,NA,203044
Gentianales,Rubiaceae,Randia,Randia sp.,NA,203043
Gentianales,Rubiaceae,Randia,Randia sp.,NA,203042
Gentianales,Rubiaceae,Randia,Randia sp.,NA,203041
Gentianales,Rubiaceae,Randia,Randia sp.,NA,203040
Gentianales,Rubiaceae,Randia,Randia sp.,NA,203039
Gentianales,Rubiaceae,Randia,Randia sp.,NA,203038
Gentianales,Rubiaceae,Randia,Randia sp.,NA,203037
Gentianales,Rubiaceae,Gardenia,Gardenia sp.,NA,2048329
Gentianales,Rubiaceae,Gardenia,Gardenia sp.,NA,1905640
Gentianales,Rubiaceae,Gardenia,Gardenia sp.,NA,1898785
Gentianales,Rubiaceae,Gardenia,Gardenia sp.,NA,1676528
Gentianales,Rubiaceae,Gardenia,Gardenia sp.,NA,1489658
Gentianales,Rubiaceae,Gardenia,Gardenia sp.,NA,1237631
Gentianales,Rubiaceae,Gardenia,Gardenia sp.,NA,1237630
Gentianales,Rubiaceae,Gardenia,Gardenia sp.,NA,1233752
Gentianales,Rubiaceae,Gardenia,Gardenia sp.,NA,1168145
Gentianales,Rubiaceae,Gardenia,Gardenia sp.,NA,883719
Gentianales,Rubiaceae,Gardenia,Gardenia sp.,NA,229994
Gentianales,Rubiaceae,Gardenia,Gardenia collinsae,NA,1233748
Gentianales,Rubiaceae,Gardenia,Gardenia volkensii subsp. spatulifolia,(Stapf_Hutch.)_Verdc.,136900
Gentianales,Rubiaceae,Gardenia,Gardenia jasminoides var. ovalifolia,(Sims)_Nakai,1329081
Gentianales,Rubiaceae,Gardenia,Gardenia jasminoides var. grandiflora,NA,714470
Gentianales,Rubiaceae,Galiniera,Octotropideae sp.,NA,1628281
Gentianales,Rubiaceae,Gallienia,Gallienia sp.,NA,1628304
Gentianales,Rubiaceae,Flagenium,Flagenium sp.,NA,1628303
Gentianales,Rubiaceae,Flagenium,Flagenium sp.,NA,1571528
Gentianales,Rubiaceae,Chapelieria,Chapelieria sp.,NA,1628288
Gentianales,Rubiaceae,Canephora,Canephora sp.,NA,530106
Gentianales,Rubiaceae,Canephora,Canephora sp.,NA,349149
Gentianales,Rubiaceae,Polysphaeria,Polysphaeria sp.,NA,1628317
Gentianales,Rubiaceae,Polysphaeria,Polysphaeria sp.,NA,1304995
Gentianales,Rubiaceae,Polysphaeria,Polysphaeria sp.,NA,349152
Gentianales,Rubiaceae,Polysphaeria,Polysphaeria sp.,NA,128423
Gentianales,Rubiaceae,Hypobathrum,Hypobathrum sp.,NA,883574
Gentianales,Rubiaceae,Didymosalpinx,Didymosalpinx sp.,NA,1768071
Gentianales,Rubiaceae,Didymosalpinx,Didymosalpinx sp.,NA,1322026
Gentianales,Rubiaceae,Posoqueria,Posoqueria sp.,NA,1552862
Gentianales,Rubiaceae,Posoqueria,Posoqueria sp.,NA,1552861
Gentianales,Rubiaceae,Greenea,Greenea sp.,NA,568192
Gentianales,Rubiaceae,Greenea,Greenea sp.,NA,568191
Gentianales,Rubiaceae,Greenea,Greenea sp.,NA,568190
Gentianales,Rubiaceae,Gardeniopsis,Gardeniopsis sp.,NA,2048340
Gentianales,Rubiaceae,Lemyrea,Lemyrea sp.,NA,1628315
Gentianales,Rubiaceae,Schizostigma,Schizostigma hirsutum,NA,353849
Gentianales,Rubiaceae,Virectaria,Virectaria sp.,NA,535374
Gentianales,Rubiaceae,Virectaria,Virectaria sp.,NA,535369
Gentianales,Rubiaceae,Virectaria,Virectaria sp.,NA,519313
Gentianales,Rubiaceae,Virectaria,Virectaria sp.,NA,519312
Gentianales,Rubiaceae,Virectaria,Virectaria major var. spathulata,Verdc.,519884
Gentianales,Rubiaceae,Sabicea,Sabicea sp.,NA,1719063
Gentianales,Rubiaceae,Sabicea,Sabicea sp.,NA,1712563
Gentianales,Rubiaceae,Sabicea,Sabicea longipetiolata,NA,1712552
Gentianales,Rubiaceae,Sabicea,Sabicea tayloriae,NA,1712558
Gentianales,Rubiaceae,Sabicea,Sabicea sp.,NA,1712565
Gentianales,Rubiaceae,Sabicea,Sabicea sp.,NA,1712564
Gentianales,Rubiaceae,Pseudopeponidium,Pseudopeponidium sp.,NA,543339
Gentianales,Rubiaceae,Pseudopeponidium,Pseudopeponidium sp.,NA,543338
Gentianales,Rubiaceae,Peponidium,Peponidium sp.,NA,1286158
Gentianales,Rubiaceae,Peponidium,Peponidium sp.,NA,642064
Gentianales,Rubiaceae,Peponidium,Peponidium sp.,NA,642063
Gentianales,Rubiaceae,Peponidium,Peponidium sp.,NA,642062
Gentianales,Rubiaceae,Peponidium,Peponidium sp.,NA,642061
Gentianales,Rubiaceae,Peponidium,Peponidium sp.,NA,642058
Gentianales,Rubiaceae,Peponidium,Peponidium sp.,NA,642051
Gentianales,Rubiaceae,Peponidium,Peponidium sp.,NA,642037
Gentianales,Rubiaceae,Peponidium,Peponidium sp.,NA,642035
Gentianales,Rubiaceae,Peponidium,Peponidium sp.,NA,642034
Gentianales,Rubiaceae,Peponidium,Peponidium sp.,NA,543514
Gentianales,Rubiaceae,Peponidium,Peponidium sp.,NA,543337
Gentianales,Rubiaceae,Peponidium,Peponidium sp.,NA,543336
Gentianales,Rubiaceae,Peponidium,Peponidium sp.,NA,543335
Gentianales,Rubiaceae,Peponidium,Peponidium sp.,NA,543334
Gentianales,Rubiaceae,Peponidium,Peponidium sp.,NA,543333
Gentianales,Rubiaceae,Peponidium,Peponidium sp.,NA,543332
Gentianales,Rubiaceae,Peponidium,Peponidium sp.,NA,260053
Gentianales,Rubiaceae,Leroya,Leroya sp.,NA,543330
Gentianales,Rubiaceae,Pygmaeothamnus,Pygmaeothamnus sp.,NA,1237693
Gentianales,Rubiaceae,Pygmaeothamnus,Pygmaeothamnus sp.,NA,642040
Gentianales,Rubiaceae,Fadogia,Fadogia sp.,NA,1768072
Gentianales,Rubiaceae,Tapiphyllum,Tapiphyllum cinerascens var. cinerascens,NA,1899141
Gentianales,Rubiaceae,Rytigynia,Rytigynia sp.,NA,1453825
Gentianales,Rubiaceae,Rytigynia,Rytigynia sp.,NA,1453824
Gentianales,Rubiaceae,Rytigynia,Rytigynia sp.,NA,642059
Gentianales,Rubiaceae,Rytigynia,Rytigynia sp.,NA,642049
Gentianales,Rubiaceae,Rytigynia,Rytigynia sp.,NA,642048
Gentianales,Rubiaceae,Rytigynia,Rytigynia sp.,NA,642047
Gentianales,Rubiaceae,Rytigynia,Rytigynia sp.,NA,339324
Gentianales,Rubiaceae,Rytigynia,Rytigynia sp.,NA,308955
Gentianales,Rubiaceae,Pyrostria,Pyrostria sp.,NA,1665029
Gentianales,Rubiaceae,Pyrostria,Pyrostria sp.,NA,1304999
Gentianales,Rubiaceae,Pyrostria,Pyrostria sp.,NA,883666
Gentianales,Rubiaceae,Pyrostria,Pyrostria sp.,NA,642056
Gentianales,Rubiaceae,Pyrostria,Pyrostria sp.,NA,642052
Gentianales,Rubiaceae,Pyrostria,Pyrostria sp.,NA,642045
Gentianales,Rubiaceae,Pyrostria,Pyrostria sp.,NA,642044
Gentianales,Rubiaceae,Pyrostria,Pyrostria sp.,NA,543346
Gentianales,Rubiaceae,Pyrostria,Pyrostria sp.,NA,543345
Gentianales,Rubiaceae,Pyrostria,Pyrostria sp.,NA,543344
Gentianales,Rubiaceae,Pyrostria,Pyrostria sp.,NA,543343
Gentianales,Rubiaceae,Pyrostria,Pyrostria sp.,NA,543342
Gentianales,Rubiaceae,Pyrostria,Pyrostria sp.,NA,543341
Gentianales,Rubiaceae,Pyrostria,Pyrostria sp.,NA,543340
Gentianales,Rubiaceae,Pyrostria,Pyrostria sp.,NA,349154
Gentianales,Rubiaceae,Pyrostria,Pyrostria sp.,NA,349153
Gentianales,Rubiaceae,Pyrostria,Pyrostria sp.,NA,164465
Gentianales,Rubiaceae,Psydrax,Psydrax sp.,NA,1840396
Gentianales,Rubiaceae,Psydrax,Psydrax sp.,NA,1453823
Gentianales,Rubiaceae,Psydrax,Psydrax sp.,NA,1323238
Gentianales,Rubiaceae,Psydrax,Psydrax sp.,NA,1323237
Gentianales,Rubiaceae,Psydrax,Psydrax sp.,NA,258726
Gentianales,Rubiaceae,Psydrax,Psydrax sp.,NA,164462
Gentianales,Rubiaceae,Psydrax,Psydrax umbellata,(Wight)_Bridson_1993,2479461
Gentianales,Rubiaceae,Psydrax,Psydrax latifolia,NA,2479460
Gentianales,Rubiaceae,Psydrax,Psydrax puberula,NA,1792025
Gentianales,Rubiaceae,Psydrax,Psydrax lamprophylla,NA,1619839
Gentianales,Rubiaceae,Psydrax,Psydrax fragrantissima,NA,1285869
Gentianales,Rubiaceae,Psydrax,Psydrax cymigera,(Valeton)_S.T.Reynolds_R.J.F.Hend.,1085339
Gentianales,Rubiaceae,Psydrax,Psydrax paradoxa,(Virot)_Mouly,440686
Gentianales,Rubiaceae,Psydrax,Psydrax schimperiana,NA,258757
Gentianales,Rubiaceae,Psydrax,Psydrax livida,NA,258755
Gentianales,Rubiaceae,Psydrax,Psydrax parviflora,NA,164504
Gentianales,Rubiaceae,Psydrax,Psydrax obovata,NA,164503
Gentianales,Rubiaceae,Psydrax,Psydrax nitidum,(Craib)_K.M.Wong,164502
Gentianales,Rubiaceae,Psydrax,Psydrax odorata,NA,119084
Gentianales,Rubiaceae,Canthium,Canthium sp.,NA,2516231
Gentianales,Rubiaceae,Canthium,Canthium sp.,NA,2516230
Gentianales,Rubiaceae,Canthium,Canthium sp.,NA,2511863
Gentianales,Rubiaceae,Canthium,Canthium sp.,NA,2511862
Gentianales,Rubiaceae,Canthium,Canthium sp.,NA,2306841
Gentianales,Rubiaceae,Canthium,Canthium sp.,NA,2048333
Gentianales,Rubiaceae,Canthium,Canthium sp.,NA,1768068
Gentianales,Rubiaceae,Canthium,Canthium sp.,NA,1317769
Gentianales,Rubiaceae,Canthium,Canthium sp.,NA,543328
Gentianales,Rubiaceae,Canthium,Canthium sp.,NA,543327
Gentianales,Rubiaceae,Canthium,Canthium sp.,NA,543326
Gentianales,Rubiaceae,Canthium,Canthium sp.,NA,543325
Gentianales,Rubiaceae,Canthium,Canthium sp.,NA,543324
Gentianales,Rubiaceae,Canthium,Canthium sp.,NA,543323
Gentianales,Rubiaceae,Canthium,Canthium sp.,NA,543322
Gentianales,Rubiaceae,Canthium,Canthium sp.,NA,543321
Gentianales,Rubiaceae,Canthium,Canthium medium,NA,1304331
Gentianales,Rubiaceae,Retiniphyllum,Retiniphyllum sp.,NA,2054705
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,2048334
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,1665026
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,1547811
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,1489670
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,1485955
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,1485954
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,1476188
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,1476187
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,1476186
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,1476185
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,1476184
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,1476183
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,1476182
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,1346217
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,1346216
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,1346212
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,1346211
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,1346201
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,1346198
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,1346197
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,1304985
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,1249163
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,1149813
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,883585
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,591949
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,591780
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,591779
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,591778
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,591777
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,591776
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,591775
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,591774
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,591773
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,591772
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,591771
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,591770
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,591769
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,591768
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,591767
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,591766
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,591765
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,591764
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,591763
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,489680
Gentianales,Rubiaceae,Ixora,Ixora sp.,NA,100372
Gentianales,Rubiaceae,Ixora,Ixora palawaensis,NA,1476180
Gentianales,Rubiaceae,Ixora,Ixora regalis,NA,1346215
Gentianales,Rubiaceae,Ixora,Ixora amplidentata,NA,591791
Gentianales,Rubiaceae,Ixora,Ixora iteophylla,NA,591741
Gentianales,Rubiaceae,Ixora,Ixora elliotii,NA,591734
Gentianales,Rubiaceae,Ixora,Ixora moorensis,NA,568197
Gentianales,Rubiaceae,Razafimandimbisonia,Razafimandimbisonia sp.,NA,509189
Gentianales,Rubiaceae,Razafimandimbisonia,Razafimandimbisonia sp.,NA,499976
Gentianales,Rubiaceae,Nematostylis,Nematostylis sp.,NA,499979
Gentianales,Rubiaceae,Alberta,Alberta sp.,NA,1768066
Gentianales,Rubiaceae,Alberta,Alberta sp.,NA,883460
Gentianales,Rubiaceae,Alberta,Alberta sp.,NA,499977
Gentianales,Rubiaceae,Sipanea,Sipanea sp.,NA,2057177
Gentianales,Rubiaceae,Pseudomussaenda,Pseudomussaenda sp.,NA,1768073
