Taxon,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date
Selkirkia trianana,Selkirkia,,trianana,NA,NA,,,,FALSE,1.1,,,Selkirkia,,trianana,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Decalepidanthus moltkioides subsp. moltkioides,Decalepidanthus,,moltkioides,NA,subsp.,moltkioides,,,TRUE,1.1,,,Decalepidanthus,,moltkioides,subsp.,moltkioides,,,,FALSE,FALSE,TRUE,2020-01-06
Trigonotis radicans var. radicans,Trigonotis,,radicans,NA,var.,radicans,,tro-4002580,TRUE,1.1,Accepted,Boraginaceae,Trigonotis,,radicans,,,Steven,tro-4002580,Accepted,FALSE,FALSE,TRUE,2020-01-06
Trigonotis radicans var. sericea,Trigonotis,,radicans,NA,var.,sericea,,tro-50009768,TRUE,1.1,Synonym,Boraginaceae,Trigonotis,,radicans,subsp.,sericea,(Maxim.) Riedl,tro-4003666,Accepted,FALSE,FALSE,FALSE,2020-01-06
Myosotis traversii var. cantabrica,Myosotis,,traversii,NA,var.,cantabrica,,kew-2357916,FALSE,1.1,Unresolved,Boraginaceae,Myosotis,,traversii,,,Hook.f.,kew-2357916,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Myosotis spathulata,Myosotis,,spathulata,NA,NA,,,kew-2358239,TRUE,1.1,Unresolved,Boraginaceae,Myosotis,,spathulata,,,A.Rich.,kew-2358239,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Myosotis spathulata var. spathulata,Myosotis,,spathulata,NA,var.,spathulata,,kew-2358239,TRUE,1.1,Unresolved,Boraginaceae,Myosotis,,spathulata,,,A.Rich.,kew-2358239,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Myosotis spathulata var. radicata,Myosotis,,spathulata,NA,var.,radicata,,kew-2358239,FALSE,1.1,Unresolved,Boraginaceae,Myosotis,,spathulata,,,A.Rich.,kew-2358239,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Myosotis pansa subsp. praeceps,Myosotis,,pansa,NA,subsp.,praeceps,,,FALSE,1.1,,,Myosotis,,pansa,subsp.,praeceps,,,,FALSE,FALSE,FALSE,2020-01-06
Myosotis pansa subsp. pansa,Myosotis,,pansa,NA,subsp.,pansa,,,FALSE,1.1,,,Myosotis,,pansa,subsp.,pansa,,,,FALSE,FALSE,FALSE,2020-01-06
Myosotis petiolata var. petiolata,Myosotis,,petiolata,NA,var.,petiolata,,kew-2358129,TRUE,1.1,Unresolved,Boraginaceae,Myosotis,,petiolata,,,Hook.f.,kew-2358129,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Myosotis cheesemannii,Myosotis,,cheesemannii,NA,NA,,,kew-2357491,TRUE,1.1,Unresolved,Boraginaceae,Myosotis,,cheesemanii,,,Petrie,kew-2357491,Unresolved,TRUE,FALSE,FALSE,2020-01-06
Myosotis persoonii,Myosotis,,persoonii,NA,NA,,,kew-2898467,TRUE,1.1,Accepted,Boraginaceae,Myosotis,,persoonii,,,Rouy,kew-2898467,Accepted,FALSE,FALSE,FALSE,2020-01-06
Myosotis decumbens subsp. decumbens,Myosotis,,decumbens,NA,subsp.,decumbens,,kew-2357590,TRUE,1.1,Accepted,Boraginaceae,Myosotis,,decumbens,,,Host,kew-2357590,Accepted,FALSE,FALSE,TRUE,2020-01-06
Myosotis laxa subsp. caespitosa,Myosotis,,laxa,NA,subsp.,caespitosa,,kew-2873257,TRUE,1.1,Accepted,Boraginaceae,Myosotis,,laxa,subsp.,caespitosa,(Schultz) Hyl. ex Nordh.,kew-2873257,Accepted,FALSE,FALSE,FALSE,2020-01-06
Myosotis laxa subsp. baltica,Myosotis,,laxa,NA,subsp.,baltica,,kew-2898484,TRUE,1.1,Accepted,Boraginaceae,Myosotis,,laxa,subsp.,baltica,(Sam.) Hyl. ex Nordh.,kew-2898484,Accepted,FALSE,FALSE,FALSE,2020-01-06
Craniospermum echioides,Craniospermum,,echioides,NA,NA,,,kew-2741361,TRUE,1.1,Synonym,Boraginaceae,Craniospermum,,subvillosum,,,Lehm.,kew-2741366,Accepted,FALSE,FALSE,FALSE,2020-01-06
Phyllocara aucheri,Phyllocara,,aucheri,NA,NA,,,tro-4002504,TRUE,1.1,Synonym,Boraginaceae,Anchusa,,aucheri,,,A.DC.,kew-2636470,Accepted,FALSE,FALSE,FALSE,2020-01-06
Hormuzakia aggregata,Hormuzakia,,aggregata,NA,NA,,,kew-2853351,TRUE,1.1,Unresolved,Boraginaceae,Hormuzakia,,aggregata,,,Gușul.,kew-2853351,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Symphytum sylvaticum subsp. sylvaticum,Symphytum,,sylvaticum,NA,subsp.,sylvaticum,,kew-2475630,TRUE,1.1,Unresolved,Boraginaceae,Symphytum,,sylvaticum,,,Boiss.,kew-2475630,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Symphytum ibericum,Symphytum,,ibericum,NA,NA,,,tro-4002566,TRUE,1.1,Synonym,Boraginaceae,Symphytum,,abchasicum,,,Trautv.,tro-4002558,Accepted,FALSE,FALSE,FALSE,2020-01-06
Symphytum x uplandicum,Symphytum,×,uplandicum,NA,NA,,,kew-2475726,TRUE,1.1,Accepted,Boraginaceae,Symphytum,×,uplandicum,,,Nyman,kew-2475726,Accepted,FALSE,FALSE,FALSE,2020-01-06
Cynoglottis chetikiana subsp. chetikiana,Cynoglottis,,chetikiana,NA,subsp.,chetikiana,,kew-2752212,TRUE,1.1,Accepted,Boraginaceae,Cynoglottis,,chetikiana,,,Vural & Kit Tan,kew-2752212,Accepted,FALSE,FALSE,TRUE,2020-01-06
Cynoglottis barrelieri subsp. barrelieri,Cynoglottis,,barrelieri,NA,subsp.,barrelieri,,kew-2752208,TRUE,1.1,Accepted,Boraginaceae,Cynoglottis,,barrelieri,,,(All.) Vural & Kit Tan,kew-2752208,Accepted,FALSE,FALSE,TRUE,2020-01-06
Pulmonaria helvetica,Pulmonaria,,helvetica,NA,NA,,,kew-2412889,TRUE,1.1,Unresolved,Boraginaceae,Pulmonaria,,helvetica,,,Bolliger,kew-2412889,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Pulmonaria collina,Pulmonaria,,collina,NA,NA,,,kew-2412860,TRUE,1.1,Unresolved,Boraginaceae,Pulmonaria,,collina,,,W.Sauer,kew-2412860,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Pulmonaria picta,Pulmonaria,,picta,NA,NA,,,kew-2898452,TRUE,1.1,Synonym,Boraginaceae,Pulmonaria,,saccharata,,,Mill.,kew-2413039,Accepted,FALSE,FALSE,FALSE,2020-01-06
Anchusa undulata subsp. hybrida,Anchusa,,undulata,NA,subsp.,hybrida,,kew-2636704,TRUE,1.1,Accepted,Boraginaceae,Anchusa,,undulata,subsp.,hybrida,(Ten.) Cout.,kew-2636704,Accepted,FALSE,FALSE,FALSE,2020-01-06
Anchusa crispa subsp. crispa,Anchusa,,crispa,NA,subsp.,crispa,,kew-2636500,TRUE,1.1,Accepted,Boraginaceae,Anchusa,,crispa,,,Viv.,kew-2636500,Accepted,FALSE,FALSE,TRUE,2020-01-06
Buglossoides purpureocaerulea,Buglossoides,,purpureocaerulea,NA,NA,,,kew-2685804,TRUE,1.1,Accepted,Boraginaceae,Buglossoides,,purpurocaerulea,,,(L.) I.M.Johnst.,kew-2685804,Accepted,TRUE,FALSE,FALSE,2020-01-06
Glandora prostrata subsp. prostrata,Glandora,,prostrata,NA,subsp.,prostrata,,kew-2607209,TRUE,1.1,Accepted,Boraginaceae,Glandora,,prostrata,,,(Loisel.) D.C.Thomas,kew-2607209,Accepted,FALSE,FALSE,TRUE,2020-01-06
Alkanna pinardii,Alkanna,,pinardii,NA,NA,,,kew-2628520,TRUE,1.1,Accepted,Boraginaceae,Alkanna,,pinardi,,,Boiss.,kew-2628520,Accepted,TRUE,FALSE,FALSE,2020-01-06
Onosma sorgerae,Onosma,,sorgerae,NA,NA,,,,FALSE,1.1,,,Onosma,,sorgerae,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Onosma x bornmuelleri,Onosma,×,bornmuelleri,NA,NA,,,kew-2393007,TRUE,1.1,Unresolved,Boraginaceae,Onosma,×,bornmuelleri,,,Hausskn. & Bornm.,kew-2393007,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Onosma sinicum,Onosma,,sinicum,NA,NA,,,tro-4003238,TRUE,1.1,Accepted,Boraginaceae,Onosma,,sinicum,,,Diels,tro-4003238,Accepted,FALSE,FALSE,FALSE,2020-01-06
Onosma sinicum var. sinicum,Onosma,,sinicum,NA,var.,sinicum,,tro-4003238,TRUE,1.1,Accepted,Boraginaceae,Onosma,,sinicum,,,Diels,tro-4003238,Accepted,FALSE,FALSE,TRUE,2020-01-06
Onosma leptantha,Onosma,,leptantha,NA,NA,,,kew-2898449,TRUE,1.1,Accepted,Boraginaceae,Onosma,,leptantha,,,Heldr.,kew-2898449,Accepted,FALSE,FALSE,FALSE,2020-01-06
Onosma gigantea var. hispida,Onosma,,gigantea,NA,var.,hispida,,kew-2392976,FALSE,1.1,Unresolved,Boraginaceae,Onosma,,gigantea,,,Lam.,kew-2392976,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Onosma arenaria subsp. arenaria,Onosma,,arenaria,NA,subsp.,arenaria,,kew-2392857,TRUE,1.1,Accepted,Boraginaceae,Onosma,,arenaria,,,Waldst. & Kit.,kew-2392857,Accepted,FALSE,FALSE,TRUE,2020-01-06
Onosma fallax,Onosma,,fallax,NA,NA,,,kew-2392830,TRUE,1.1,Synonym,Boraginaceae,Onosma,,arenaria,subsp.,fallax,(Borbás) Jáv.,kew-2898447,Accepted,FALSE,FALSE,FALSE,2020-01-06
Onosma rhodopaea,Onosma,,rhodopaea,NA,NA,,,kew-2898441,TRUE,1.1,Accepted,Boraginaceae,Onosma,,rhodopaea,,,Velen.,kew-2898441,Accepted,FALSE,FALSE,FALSE,2020-01-06
Onosma echioides subsp. echioides,Onosma,,echioides,NA,subsp.,echioides,,kew-2392934,TRUE,1.1,Accepted,Boraginaceae,Onosma,,echioides,,,L.,kew-2392934,Accepted,FALSE,FALSE,TRUE,2020-01-06
Onosma echioides var. veronensis,Onosma,,echioides,NA,var.,veronensis,,kew-2392934,FALSE,1.1,Accepted,Boraginaceae,Onosma,,echioides,,,L.,kew-2392934,Accepted,FALSE,FALSE,TRUE,2020-01-06
Onosma hookerii,Onosma,,hookerii,NA,NA,,,tro-4003211,TRUE,1.1,Accepted,Boraginaceae,Onosma,,hookeri,,,C.B. Clarke,tro-4003211,Accepted,TRUE,FALSE,FALSE,2020-01-06
Buglossoides incrassata subsp. incrassata,Buglossoides,,incrassata,NA,subsp.,incrassata,,kew-2685800,TRUE,1.1,Accepted,Boraginaceae,Buglossoides,,incrassata,,,(Guss.) I.M.Johnst.,kew-2685800,Accepted,FALSE,FALSE,TRUE,2020-01-06
Buglossoides arvensis subsp. arvensis,Buglossoides,,arvensis,NA,subsp.,arvensis,,kew-2685783,TRUE,1.1,Accepted,Boraginaceae,Buglossoides,,arvensis,,,(L.) I.M.Johnst.,kew-2685783,Accepted,FALSE,FALSE,TRUE,2020-01-06
Lithodora hispidula subsp. hispidula,Lithodora,,hispidula,NA,subsp.,hispidula,,kew-2343764,TRUE,1.1,Accepted,Boraginaceae,Lithodora,,hispidula,,,(Sm.) Griseb.,kew-2343764,Accepted,FALSE,FALSE,TRUE,2020-01-06
Cerinthe major subsp. major,Cerinthe,,major,NA,subsp.,major,,kew-2712572,TRUE,1.1,Accepted,Boraginaceae,Cerinthe,,major,,,L.,kew-2712572,Accepted,FALSE,FALSE,TRUE,2020-01-06
Lithospermum cuzcoensis,Lithospermum,,cuzcoensis,NA,NA,,,tro-100365170,TRUE,1.1,Unresolved,Boraginaceae,Lithospermum,,cuzcoensis,,,Weigend & Nürk,tro-100365170,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Lithospermum azuayensis,Lithospermum,,azuayensis,NA,NA,,,tro-100365168,TRUE,1.1,Unresolved,Boraginaceae,Lithospermum,,azuayensis,,,Weigend & Nürk,tro-100365168,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Echium tenue subsp. dumosum,Echium,,tenue,NA,subsp.,dumosum,,kew-2784382,TRUE,1.1,Synonym,Boraginaceae,Echium,,tenue,,,Roth,kew-2784381,Accepted,FALSE,FALSE,FALSE,2020-01-06
Echium pitardii var. pitardii,Echium,,pitardii,NA,var.,pitardii,,kew-2784280,TRUE,1.1,Accepted,Boraginaceae,Echium,,pitardii,,,A.Chev.,kew-2784280,Accepted,FALSE,FALSE,TRUE,2020-01-06
Echium italicum subsp. italicum,Echium,,italicum,NA,subsp.,italicum,,kew-2784159,TRUE,1.1,Accepted,Boraginaceae,Echium,,italicum,,,L.,kew-2784159,Accepted,FALSE,FALSE,TRUE,2020-01-06
Echium vulgare subsp. vulgare,Echium,,vulgare,NA,subsp.,vulgare,,tro-4001804,TRUE,1.1,Synonym,Boraginaceae,Echium,,vulgare,,,L.,kew-2784423,Accepted,FALSE,FALSE,FALSE,2020-01-06
Phacelia integrifolia var. integrifolia,Phacelia,,integrifolia,NA,var.,integrifolia,,tro-16200177,TRUE,1.1,Accepted,Boraginaceae,Phacelia,,integrifolia,,,Torr.,tro-16200177,Accepted,FALSE,FALSE,TRUE,2020-01-06
Phacelia coerulea,Phacelia,,coerulea,NA,NA,,,tro-16200324,TRUE,1.1,Accepted,Boraginaceae,Phacelia,,coerulea,,,Greene,tro-16200324,Accepted,FALSE,FALSE,FALSE,2020-01-06
Phacelia cicutaria var. cicutaria,Phacelia,,cicutaria,NA,var.,cicutaria,,tro-16200384,TRUE,1.1,Synonym,Boraginaceae,Phacelia,,cicutaria,,,Greene,tro-16200381,Accepted,FALSE,FALSE,FALSE,2020-01-06
Phacelia viscida var. viscida,Phacelia,,viscida,NA,var.,viscida,,tro-16200413,TRUE,1.1,Accepted,Boraginaceae,Phacelia,,viscida,,,(Benth.) Torr.,tro-16200413,Accepted,FALSE,FALSE,TRUE,2020-01-06
Phacelia viscida var. albiflora,Phacelia,,viscida,NA,var.,albiflora,,tro-50316577,TRUE,1.1,Accepted,Boraginaceae,Phacelia,,viscida,var.,albiflora,(Nutt.) A. Gray,tro-50316577,Accepted,FALSE,FALSE,FALSE,2020-01-06
Phacelia insularis var. insularis,Phacelia,,insularis,NA,var.,insularis,,tro-16200587,TRUE,1.1,Synonym,Boraginaceae,Phacelia,,insularis,,,Munz,kew-2530588,Accepted,FALSE,FALSE,FALSE,2020-01-06
Phacelia crenulata var. crenulata,Phacelia,,crenulata,NA,var.,crenulata,,tro-16200458,TRUE,1.1,Synonym,Boraginaceae,Phacelia,,crenulata,,,Torr. ex S. Watson,tro-16200389,Accepted,FALSE,FALSE,FALSE,2020-01-06
Phacelia crenulata var. minutiflora,Phacelia,,crenulata,NA,var.,minutiflora,,tro-16200584,TRUE,1.1,Accepted,Boraginaceae,Phacelia,,crenulata,var.,minutiflora,(J.W. Voss ex Munz) Jeps.,tro-16200584,Accepted,FALSE,FALSE,FALSE,2020-01-06
Phacelia lutea var. lutea,Phacelia,,lutea,NA,var.,lutea,,tro-16200026,TRUE,1.1,Synonym,Boraginaceae,Phacelia,,lutea,,,(Hook. & Arn.) J.T. Howell,tro-16200024,Accepted,FALSE,FALSE,FALSE,2020-01-06
Phacelia heterophylla subsp. virgata,Phacelia,,heterophylla,NA,subsp.,virgata,,tro-50248146,TRUE,1.1,Accepted,Boraginaceae,Phacelia,,heterophylla,var.,virgata,(Greene) Dorn,tro-50248146,Accepted,FALSE,FALSE,FALSE,2020-01-06
Phacelia campanularia var. campanularia,Phacelia,,campanularia,NA,var.,campanularia,,tro-16200477,TRUE,1.1,Synonym,Boraginaceae,Phacelia,,campanularia,,,A. Gray,tro-16200127,Accepted,FALSE,FALSE,FALSE,2020-01-06
Emmenanthe penduliflora var. penduliflora,Emmenanthe,,penduliflora,NA,var.,penduliflora,,tro-16200424,TRUE,1.1,Synonym,Boraginaceae,Emmenanthe,,penduliflora,,,Benth.,kew-2788406,Accepted,FALSE,FALSE,FALSE,2020-01-06
Hydrophyllum capitatum var. capitatum,Hydrophyllum,,capitatum,NA,var.,capitatum,,tro-16200012,TRUE,1.1,Synonym,Boraginaceae,Hydrophyllum,,capitatum,,,Douglas ex Benth.,tro-16200011,Accepted,FALSE,FALSE,FALSE,2020-01-06
Mazus novaezeelandiae subsp. novaezeelandiae,Mazus,,novaezeelandiae,NA,subsp.,novaezeelandiae,,kew-2507451,TRUE,1.1,Unresolved,Phrymaceae,Mazus,,novaezeelandiae,,,W.R.Barker,kew-2507451,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Mazus lanceifolius,Mazus,,lanceifolius,NA,NA,,,tro-29208353,TRUE,1.1,Accepted,Phrymaceae,Mazus,,lanceifolius,,,Hemsl.,tro-29208353,Accepted,FALSE,FALSE,FALSE,2020-01-06
Yamazakia viscosa,Yamazakia,,viscosa,NA,NA,,,,FALSE,1.1,,,Yamazakia,,viscosa,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Yamazakia pusilla,Yamazakia,,pusilla,NA,NA,,,,FALSE,1.1,,,Yamazakia,,pusilla,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Lindernia hyssopoides,Lindernia,,hyssopoides,NA,NA,,,tro-29200340,TRUE,1.1,Accepted,Linderniaceae,Lindernia,,hyssopoides,,,(L.) Haines,tro-29200340,Accepted,FALSE,FALSE,FALSE,2020-01-06
Lindernia philcoxii,Lindernia,,philcoxii,NA,NA,,,tro-50195823,TRUE,1.1,Accepted,Linderniaceae,Lindernia,,philcoxii,,,Eb. Fisch.,tro-50195823,Accepted,FALSE,FALSE,FALSE,2020-01-06
Picria felterrae,Picria,,felterrae,NA,NA,,,kew-2549224,TRUE,1.1,Accepted,Linderniaceae,Picria,,fel-terrae,,,Lour.,kew-2549224,Accepted,TRUE,FALSE,FALSE,2020-01-06
Torenia anagallis,Torenia,,anagallis,NA,NA,,,,FALSE,1.1,,,Torenia,,anagallis,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Torenia hirsutissima,Torenia,,hirsutissima,NA,NA,,,kew-2519931,TRUE,1.1,Unresolved,Linderniaceae,Torenia,,hirsulissima,,,Bonati,kew-2519931,Unresolved,TRUE,FALSE,FALSE,2020-01-06
Limnophila x ludoviciana,Limnophila,×,ludoviciana,NA,NA,,,kew-2497136,TRUE,1.1,Unresolved,Plantaginaceae,Limnophila,×,ludoviciana,,,Thieret,kew-2497136,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Adenosma glutinosum,Adenosma,,glutinosum,NA,NA,,,kew-2621888,TRUE,1.1,Accepted,Plantaginaceae,Adenosma,,glutinosum,,,(L.) Druce,kew-2621888,Accepted,FALSE,FALSE,FALSE,2020-01-06
Adenosma indianum,Adenosma,,indianum,NA,NA,,,kew-2621893,TRUE,1.1,Accepted,Plantaginaceae,Adenosma,,indianum,,,(Lour.) Merr.,kew-2621893,Accepted,FALSE,FALSE,FALSE,2020-01-06
Scoparia plebeja,Scoparia,,plebeja,NA,NA,,,tro-29206586,TRUE,1.1,Synonym,Plantaginaceae,Scoparia,,ericacea,,,Cham. & Schltdl.,tro-50004467,Accepted,FALSE,FALSE,FALSE,2020-01-06
Tetranema mexicanum,Tetranema,,mexicanum,NA,NA,,,kew-2520691,TRUE,1.1,Synonym,Plantaginaceae,Tetranema,,roseum,,,(M.Martens & Galeotti) Standl. & Steyerm.,kew-2520679,Accepted,FALSE,FALSE,FALSE,2020-01-06
Penstemon cyananthus subsp. compactus,Penstemon,,cyananthus,NA,subsp.,compactus,,tro-29201305,FALSE,1.1,Accepted,Plantaginaceae,Penstemon,,cyananthus,,,Hook.,tro-29201305,Accepted,FALSE,FALSE,TRUE,2020-01-06
Penstemon cerrosensis,Penstemon,,cerrosensis,NA,NA,,,tro-50146273,TRUE,1.1,Accepted,Plantaginaceae,Penstemon,,cerrosensis,,,Kellogg,tro-50146273,Accepted,FALSE,FALSE,FALSE,2020-01-06
Penstemon cyathophorus,Penstemon,,cyathophorus,NA,NA,,,tro-29201310,TRUE,1.1,Accepted,Plantaginaceae,Penstemon,,cyathophorus,,,Rydb.,tro-29201310,Accepted,FALSE,FALSE,FALSE,2020-01-06
Penstemon virgatus var. virgatus,Penstemon,,virgatus,NA,var.,virgatus,,tro-29202491,TRUE,1.1,Accepted,Plantaginaceae,Penstemon,,virgatus,,,A. Gray,tro-29202491,Accepted,FALSE,FALSE,TRUE,2020-01-06
Penstemon virgatus var. asa-grayii,Penstemon,,virgatus,NA,var.,asa-grayii,,tro-29202491,FALSE,1.1,Accepted,Plantaginaceae,Penstemon,,virgatus,,,A. Gray,tro-29202491,Accepted,FALSE,FALSE,TRUE,2020-01-06
Penstemon rydbergii var. rydbergii,Penstemon,,rydbergii,NA,var.,rydbergii,,tro-29204278,TRUE,1.1,Synonym,Plantaginaceae,Penstemon,,rydbergii,,,A. Nelson,tro-29201475,Accepted,FALSE,FALSE,FALSE,2020-01-06
Penstemon payettensis,Penstemon,,payettensis,NA,NA,,,tro-29201444,TRUE,1.1,Accepted,Plantaginaceae,Penstemon,,payettensis,,,A. Nelson & J.F. Macbr.,tro-29201444,Accepted,FALSE,FALSE,FALSE,2020-01-06
Penstemon pachyphyllus var. pachyphyllus,Penstemon,,pachyphyllus,NA,var.,pachyphyllus,,tro-29204305,TRUE,1.1,Synonym,Plantaginaceae,Penstemon,,pachyphyllus,,,A. Gray ex Rydb.,tro-29201430,Accepted,FALSE,FALSE,FALSE,2020-01-06
Penstemon laetus var. sagittatus,Penstemon,,laetus,NA,var.,sagittatus,,tro-29201382,FALSE,1.1,Accepted,Plantaginaceae,Penstemon,,laetus,,,A. Gray,tro-29201382,Accepted,FALSE,FALSE,TRUE,2020-01-06
Penstemon laetus var. laetus,Penstemon,,laetus,NA,var.,laetus,,tro-29205044,TRUE,1.1,Synonym,Plantaginaceae,Penstemon,,laetus,,,A. Gray,tro-29201382,Accepted,FALSE,FALSE,FALSE,2020-01-06
Penstemon crandallii subsp. crandallii,Penstemon,,crandallii,NA,subsp.,crandallii,,tro-29204292,TRUE,1.1,Synonym,Plantaginaceae,Penstemon,,crandallii,,,A. Nelson,tro-29201298,Accepted,FALSE,FALSE,FALSE,2020-01-06
Penstemon crandallii var. atratus,Penstemon,,crandallii,NA,var.,atratus,,tro-29201298,FALSE,1.1,Accepted,Plantaginaceae,Penstemon,,crandallii,,,A. Nelson,tro-29201298,Accepted,FALSE,FALSE,TRUE,2020-01-06
Penstemon clevelandii,Penstemon,,clevelandii,NA,NA,,,tro-29201290,TRUE,1.1,Accepted,Plantaginaceae,Penstemon,,clevelandii,,,A. Gray,tro-29201290,Accepted,FALSE,FALSE,FALSE,2020-01-06
Penstemon caespitosus var. caespitosus,Penstemon,,caespitosus,NA,var.,caespitosus,,tro-29204294,TRUE,1.1,Synonym,Plantaginaceae,Penstemon,,caespitosus,,,Nutt. ex A. Gray,tro-29201275,Accepted,FALSE,FALSE,FALSE,2020-01-06
Penstemon grandiflorus,Penstemon,,grandiflorus,NA,NA,,,kew-2553446,TRUE,1.1,Accepted,Plantaginaceae,Penstemon,,grandiflorus,,,Nutt.,kew-2553446,Accepted,FALSE,FALSE,FALSE,2020-01-06
Penstemon tubiflorus,Penstemon,,tubiflorus,NA,NA,,,kew-2550789,TRUE,1.1,Unresolved,Plantaginaceae,Penstemon,,tubiflorus,,,Nutt.,kew-2550789,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Penstemon procerus var. procerus,Penstemon,,procerus,NA,var.,procerus,,tro-29203788,TRUE,1.1,Synonym,Plantaginaceae,Penstemon,,procerus,,,Douglas ex Graham,tro-29200184,Accepted,FALSE,FALSE,FALSE,2020-01-06
Penstemon eriantherus var. eriantherus,Penstemon,,eriantherus,NA,var.,eriantherus,,tro-29203853,TRUE,1.1,Synonym,Plantaginaceae,Penstemon,,eriantherus,,,Pursh,tro-29201331,Accepted,FALSE,FALSE,FALSE,2020-01-06
Penstemon newberryi var. newberryi,Penstemon,,newberryi,NA,var.,newberryi,,tro-29206959,TRUE,1.1,Synonym,Plantaginaceae,Penstemon,,newberryi,,,A. Gray,tro-29201422,Accepted,FALSE,FALSE,FALSE,2020-01-06
Penstemon barrettiae,Penstemon,,barrettiae,NA,NA,,,tro-29201266,TRUE,1.1,Accepted,Plantaginaceae,Penstemon,,barrettiae,,,A. Gray,tro-29201266,Accepted,FALSE,FALSE,FALSE,2020-01-06
Penstemon montanus var. montanus,Penstemon,,montanus,NA,var.,montanus,,tro-29203862,TRUE,1.1,Synonym,Plantaginaceae,Penstemon,,montanus,,,Greene,tro-29201411,Accepted,FALSE,FALSE,FALSE,2020-01-06
Penstemon heterophyllus var. heterophyllus,Penstemon,,heterophyllus,NA,var.,heterophyllus,,tro-29206957,TRUE,1.1,Synonym,Plantaginaceae,Penstemon,,heterophyllus,,,Lindl.,tro-29201367,Accepted,FALSE,FALSE,FALSE,2020-01-06
Penstemon barbatus subsp. barbatus,Penstemon,,barbatus,NA,subsp.,barbatus,,tro-50173785,TRUE,1.1,Synonym,Plantaginaceae,Penstemon,,barbatus,,,(Cav.) Roth,tro-29201262,Accepted,FALSE,FALSE,FALSE,2020-01-06
Collinsia verna subsp. parryi,Collinsia,,verna,NA,subsp.,parryi,,kew-2731154,FALSE,1.1,Accepted,Plantaginaceae,Collinsia,,verna,,,Nutt.,kew-2731154,Accepted,FALSE,FALSE,TRUE,2020-01-06
Collinsia torreyi var. torreyi,Collinsia,,torreyi,NA,var.,torreyi,,tro-29203979,TRUE,1.1,Synonym,Plantaginaceae,Collinsia,,torreyi,,,A.Gray,kew-2731145,Accepted,FALSE,FALSE,FALSE,2020-01-06
Collinsia sparsiflora var. sparsiflora,Collinsia,,sparsiflora,NA,var.,sparsiflora,,tro-29203975,TRUE,1.1,Synonym,Plantaginaceae,Collinsia,,sparsiflora,,,Fisch. & C.A.Mey.,kew-2731133,Accepted,FALSE,FALSE,FALSE,2020-01-06
Collinsia bartsiifolia var. bartsiifolia,Collinsia,,bartsiifolia,NA,var.,bartsiifolia,,tro-29203970,TRUE,1.1,Synonym,Plantaginaceae,Collinsia,,bartsiifolia,,,Benth.,kew-2731072,Accepted,FALSE,FALSE,FALSE,2020-01-06
Picrorhiza kurrooa,Picrorhiza,,kurrooa,NA,NA,,,kew-2549268,TRUE,1.1,Unresolved,Plantaginaceae,Picrorhiza,,kurrooa,,,Royle,kew-2549268,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Wulfenia x schwarzii,Wulfenia,×,schwarzii,NA,NA,,,kew-2465652,TRUE,1.1,Unresolved,Plantaginaceae,Wulfenia,×,schwarzii,,,Lepper,kew-2465652,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Paederota lutea,Paederota,,lutea,NA,NA,,,kew-2542248,TRUE,1.1,Synonym,Plantaginaceae,Veronica,,lutea,,,(Scop.) Wettst.,kew-2462748,Accepted,FALSE,FALSE,FALSE,2020-01-06
Veronicastrum sibiricum var. zuccarinii,Veronicastrum,,sibiricum,NA,var.,zuccarinii,,tro-29200448,FALSE,1.1,Accepted,Plantaginaceae,Veronicastrum,,sibiricum,,,(L.) Pennell,tro-29200448,Accepted,FALSE,FALSE,TRUE,2020-01-06
