Taxon,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date
Cinnamomum longipaniculatum,Cinnamomum,,longipaniculatum,NA,NA,,,kew-2721403,TRUE,1.1,Accepted,Lauraceae,Cinnamomum,,longipaniculatum,,,(Gamble) N.Chao ex H.W.Li,kew-2721403,Accepted,FALSE,FALSE,FALSE,2020-01-06
Cinnamomum okinawense,Cinnamomum,,okinawense,NA,NA,,,,FALSE,1.1,,,Cinnamomum,,okinawense,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Cinnamomum burmannii,Cinnamomum,,burmannii,NA,NA,,,kew-2721172,TRUE,1.1,Accepted,Lauraceae,Cinnamomum,,burmanni,,,(Nees & T.Nees) Blume,kew-2721172,Accepted,TRUE,FALSE,FALSE,2020-01-06
Cinnamomum burmannii f. heyneanum,Cinnamomum,,burmannii,NA,f.,heyneanum,,kew-2721174,TRUE,1.1,Synonym,Lauraceae,Cinnamomum,,heyneanum,,,Nees,kew-2721335,Accepted,TRUE,FALSE,FALSE,2020-01-06
Cinnamomum camphora var. glaucescens,Cinnamomum,,camphora,NA,var.,glaucescens,,kew-2721184,TRUE,1.1,Synonym,Lauraceae,Cinnamomum,,camphora,,,(L.) J.Presl,kew-2721183,Accepted,FALSE,FALSE,FALSE,2020-01-06
Persea tolimanensis,Persea,,tolimanensis,NA,NA,,,kew-2531719,TRUE,1.1,Unresolved,Lauraceae,Persea,,tolimanensis,,,Zentmyer & Schieber,kew-2531719,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Persea mikweiensis,Persea,,mikweiensis,NA,NA,,,tro-17805520,TRUE,1.1,Synonym,Lauraceae,Machilus,,minkweiensis,,,S.K. Lee,tro-17805519,Accepted,TRUE,FALSE,FALSE,2020-01-06
Persea pseudocarolinensis,Persea,,pseudocarolinensis,NA,NA,,,,FALSE,1.1,,,Persea,,pseudocarolinensis,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Persea americana var. americana,Persea,,americana,NA,var.,americana,,tro-17804689,TRUE,1.1,Synonym,Lauraceae,Persea,,americana,,,Mill.,kew-2529835,Accepted,FALSE,FALSE,FALSE,2020-01-06
Persea americana var. drymifolia,Persea,,americana,NA,var.,drymifolia,,kew-2529835,FALSE,1.1,Accepted,Lauraceae,Persea,,americana,,,Mill.,kew-2529835,Accepted,FALSE,FALSE,TRUE,2020-01-06
Chimonanthus campanulatus var. guizhouensis,Chimonanthus,,campanulatus,NA,var.,guizhouensis,,tro-50333327,TRUE,1.1,Synonym,Calycanthaceae,Chimonanthus,,campanulatus,,,R.H.Chang & C.S.Ding,kew-2718296,Accepted,FALSE,FALSE,FALSE,2020-01-06
Virola michelii,Virola,,michelii,NA,NA,,,kew-2873146,TRUE,1.1,Accepted,Myristicaceae,Virola,,michelii,,,Heckel,kew-2873146,Accepted,FALSE,FALSE,FALSE,2020-01-06
Brochoneura vouri,Brochoneura,,vouri,NA,NA,,,kew-2683474,TRUE,1.1,Synonym,Myristicaceae,Brochoneura,,acuminata,,,(Lam.) Warb.,kew-2683465,Accepted,TRUE,FALSE,FALSE,2020-01-06
Polyalthia jenkensii,Polyalthia,,jenkensii,NA,NA,,,kew-2407474,TRUE,1.1,Accepted,Annonaceae,Polyalthia,,jenkinsii,,,(Hook.f. & Thomson) Hook.f. & Thomson,kew-2407474,Accepted,TRUE,FALSE,FALSE,2020-01-06
Monoon namkadingensis,Monoon,,namkadingensis,NA,NA,,,,FALSE,1.1,,,Monoon,,namkadingensis,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Tridimeris tuxtlensis,Tridimeris,,tuxtlensis,NA,NA,,,tro-50142053,TRUE,1.1,Accepted,Annonaceae,Tridimeris,,tuxtlensis,,,G.E. Schatz,tro-50142053,Accepted,FALSE,FALSE,FALSE,2020-01-06
Tridimeris chiapensis,Tridimeris,,chiapensis,NA,NA,,,,FALSE,1.1,,,Tridimeris,,chiapensis,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Sapranthus violaceus,Sapranthus,,violaceus,NA,NA,,,kew-2870547,TRUE,1.1,Accepted,Annonaceae,Sapranthus,,violaceus,,,(Dunal) Saff.,kew-2870547,Accepted,FALSE,FALSE,FALSE,2020-01-06
Pseuduvaria fragrans,Pseuduvaria,,fragrans,NA,NA,,,kew-2898770,TRUE,1.1,Unresolved,Annonaceae,Pseuduvaria,,fragrans,,,"Y.C.F.Su, Chaowasku & R.M.K.Saunders",kew-2898770,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Pseuduvaria glossopetala,Pseuduvaria,,glossopetala,NA,NA,,,kew-2898768,TRUE,1.1,Unresolved,Annonaceae,Pseuduvaria,,glossopetala,,,Y.C.F.Su & R.M.K.Saunders,kew-2898768,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Pseuduvaria gardneri,Pseuduvaria,,gardneri,NA,NA,,,kew-2898769,TRUE,1.1,Unresolved,Annonaceae,Pseuduvaria,,gardneri,,,"Y.C.F.Su, Chaowasku & R.M.K.Saunders",kew-2898769,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Pseuduvaria villosa,Pseuduvaria,,villosa,NA,NA,,,tro-1602442,TRUE,1.1,Accepted,Annonaceae,Pseuduvaria,,villosa,,,Jessup,tro-1602442,Accepted,FALSE,FALSE,FALSE,2020-01-06
Pseuduvaria subcordata,Pseuduvaria,,subcordata,NA,NA,,,kew-2605298,TRUE,1.1,Unresolved,Annonaceae,Pseuduvaria,,subcordata,,,Y.C.F.Su & R.M.K.Saunders,kew-2605298,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Pseuduvaria sessilifolia,Pseuduvaria,,sessilifolia,NA,NA,,,kew-2407310,TRUE,1.1,Unresolved,Annonaceae,Pseuduvaria,,sessilifolia,,,J.Sinclair,kew-2407310,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Pseuduvaria sessilicarpa,Pseuduvaria,,sessilicarpa,NA,NA,,,kew-2605297,TRUE,1.1,Unresolved,Annonaceae,Pseuduvaria,,sessilicarpa,,,(J.Sinclair) Y.C.F.Su & R.M.K.Saunders,kew-2605297,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Pseuduvaria philippinensis,Pseuduvaria,,philippinensis,NA,NA,,,kew-2407302,TRUE,1.1,Unresolved,Annonaceae,Pseuduvaria,,philippinensis,,,Merr.,kew-2407302,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Pseuduvaria mulgraveana,Pseuduvaria,,mulgraveana,NA,NA,,,tro-1602439,TRUE,1.1,Accepted,Annonaceae,Pseuduvaria,,mulgraveana,,,Jessup,tro-1602439,Accepted,FALSE,FALSE,FALSE,2020-01-06
Pseuduvaria mindorensis,Pseuduvaria,,mindorensis,NA,NA,,,kew-2605294,TRUE,1.1,Unresolved,Annonaceae,Pseuduvaria,,mindorensis,,,Y.C.F.Su & R.M.K.Saunders,kew-2605294,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Pseuduvaria macgregorii,Pseuduvaria,,macgregorii,NA,NA,,,kew-2407364,TRUE,1.1,Unresolved,Annonaceae,Pseuduvaria,,macgregorii,,,Merr.,kew-2407364,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Pseuduvaria luzonensis,Pseuduvaria,,luzonensis,NA,NA,,,kew-2407365,TRUE,1.1,Unresolved,Annonaceae,Pseuduvaria,,luzoniensis,,,(Merr.) Y.C.F.Su & R.M.K.Saunders,kew-2407365,Unresolved,TRUE,FALSE,FALSE,2020-01-06
Pseuduvaria lignocarpa,Pseuduvaria,,lignocarpa,NA,NA,,,kew-2407366,TRUE,1.1,Unresolved,Annonaceae,Pseuduvaria,,lignocarpa,,,J.Sincl.,kew-2407366,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Pseuduvaria kingiana,Pseuduvaria,,kingiana,NA,NA,,,kew-2605290,TRUE,1.1,Unresolved,Annonaceae,Pseuduvaria,,kingiana,,,Y.C.F.Su & R.M.K.Saunders,kew-2605290,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Pseuduvaria hylandii,Pseuduvaria,,hylandii,NA,NA,,,tro-1602438,TRUE,1.1,Accepted,Annonaceae,Pseuduvaria,,hylandii,,,Jessup,tro-1602438,Accepted,FALSE,FALSE,FALSE,2020-01-06
Pseuduvaria glabrescens,Pseuduvaria,,glabrescens,NA,NA,,,kew-2605289,TRUE,1.1,Unresolved,Annonaceae,Pseuduvaria,,glabrescens,,,(Jessup) Y.C.F.Su & R.M.K.Saunders,kew-2605289,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Pseuduvaria cymosa,Pseuduvaria,,cymosa,NA,NA,,,kew-2605288,TRUE,1.1,Unresolved,Annonaceae,Pseuduvaria,,cymosa,,,(J.Sinclair) Y.C.F.Su & R.M.K.Saunders,kew-2605288,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Pseuduvaria clemensiae,Pseuduvaria,,clemensiae,NA,NA,,,kew-2605286,TRUE,1.1,Unresolved,Annonaceae,Pseuduvaria,,clemensiae,,,Y.C.F.Su & R.M.K.Saunders,kew-2605286,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Pseuduvaria acerosa,Pseuduvaria,,acerosa,NA,NA,,,kew-2605282,TRUE,1.1,Unresolved,Annonaceae,Pseuduvaria,,acerosa,,,Y.C.F.Su & R.M.K.Saunders,kew-2605282,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Pseuduvaria coriacea,Pseuduvaria,,coriacea,NA,NA,,,kew-2605287,TRUE,1.1,Unresolved,Annonaceae,Pseuduvaria,,coriacea,,,Y.C.F.Su & R.M.K.Saunders,kew-2605287,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Pseuduvaria brachyantha,Pseuduvaria,,brachyantha,NA,NA,,,kew-2605284,TRUE,1.1,Unresolved,Annonaceae,Pseuduvaria,,brachyantha,,,Y.C.F.Su & R.M.K.Saunders,kew-2605284,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Pseuduvaria phuyensis,Pseuduvaria,,phuyensis,NA,NA,,,kew-2898922,TRUE,1.1,Unresolved,Annonaceae,Pseuduvaria,,phuyensis,,,"(R.M.K.Saunders, Y.C.F.Su & Chalermglin) Y.C.F.Su & R.M.K.Saunders",kew-2898922,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Popowia bachmaensis,Popowia,,bachmaensis,NA,NA,,,,FALSE,1.1,,,Popowia,,bachmaensis,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Orophea celebica,Orophea,,celebica,NA,NA,,,tro-1602525,TRUE,1.1,Accepted,Annonaceae,Orophea,,celebica,,,(Blume) Miq.,tro-1602525,Accepted,FALSE,FALSE,FALSE,2020-01-06
Miliusa mollis var. mollis,Miliusa,,mollis,NA,var.,mollis,,kew-2365324,TRUE,1.1,Unresolved,Annonaceae,Miliusa,,mollis,,,Pierre,kew-2365324,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Uvaria amydalina,Uvaria,,amydalina,NA,NA,,,kew-2447622,TRUE,1.1,Unresolved,Annonaceae,Uvaria,,amygdalina,,,A.Gray,kew-2447622,Unresolved,TRUE,FALSE,FALSE,2020-01-06
Meiogyne cylindrocarpa subsp. cylindrocarpa,Meiogyne,,cylindrocarpa,NA,subsp.,cylindrocarpa,,kew-2364510,TRUE,1.1,Accepted,Annonaceae,Meiogyne,,cylindrocarpa,,,(Burck) Heusden,kew-2364510,Accepted,FALSE,FALSE,TRUE,2020-01-06
Leoheo domatiophorus,Leoheo,,domatiophorus,NA,NA,,,,FALSE,1.1,,,Leoheo,,domatiophorus,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Pseudoxandra bahiensis,Pseudoxandra,,bahiensis,NA,NA,,,tro-50039510,TRUE,1.1,Accepted,Annonaceae,Pseudoxandra,,bahiensis,,,Maas,tro-50039510,Accepted,FALSE,FALSE,FALSE,2020-01-06
Pseudoxandra spiritus-sancti,Pseudoxandra,,spiritus-sancti,NA,NA,,,tro-50237251,TRUE,1.1,Accepted,Annonaceae,Pseudoxandra,,spiritus-sancti,,,Maas,tro-50237251,Accepted,FALSE,FALSE,FALSE,2020-01-06
Mosannona depressa subsp. depressa,Mosannona,,depressa,NA,subsp.,depressa,,kew-2365413,TRUE,1.1,Accepted,Annonaceae,Mosannona,,depressa,,,(Baill.) Chatrou,kew-2365413,Accepted,FALSE,FALSE,TRUE,2020-01-06
Mosannona garwoodii,Mosannona,,garwoodii,NA,NA,,,tro-50143923,TRUE,1.1,Accepted,Annonaceae,Mosannona,,garwoodii,,,Chatrou & Welzenis,tro-50143923,Accepted,FALSE,FALSE,FALSE,2020-01-06
Piptostigma mortehani,Piptostigma,,mortehani,NA,NA,,,tro-1601130,TRUE,1.1,Synonym,Annonaceae,Piptostigma,,mortehanii,,,De Wild.,kew-2406811,Accepted,FALSE,FALSE,FALSE,2020-01-06
Greenwayodendron suaveolens var. suaveolens,Greenwayodendron,,suaveolens,NA,var.,suaveolens,,kew-2831998,TRUE,1.1,Accepted,Annonaceae,Greenwayodendron,,suaveolens,,,(Engl. & Diels) Verdc.,kew-2831998,Accepted,FALSE,FALSE,TRUE,2020-01-06
Popowia buchananii var. trichantha,Popowia,,buchananii,NA,var.,trichantha,,tro-50276348,TRUE,1.1,Synonym,Annonaceae,Monanthotaxis,,trichantha,,,(Diels) Verdc.,tro-1601962,Accepted,FALSE,FALSE,FALSE,2020-01-06
Popowia littoralis Bagsh. Baker,Popowia,,littoralis,NA,NA,,Bagsh. Baker,kew-2407567,TRUE,1.1,Synonym,Annonaceae,Monanthotaxis,,littoralis,,,(Bagsh. & Baker f.) Verdc.,kew-2365452,Accepted,FALSE,FALSE,FALSE,2020-01-06
Popowia bicornis,Popowia,,bicornis,NA,NA,,,,FALSE,1.1,,,Popowia,,bicornis,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Monanthotaxis klainei var. klainei,Monanthotaxis,,klainei,NA,var.,klainei,,kew-2365446,TRUE,1.1,Accepted,Annonaceae,Monanthotaxis,,klainii,,,(Engl.) Verdc.,kew-2365446,Accepted,TRUE,FALSE,TRUE,2020-01-06
Monanthotaxis schweinfurthii var. schweinfurthii,Monanthotaxis,,schweinfurthii,NA,var.,schweinfurthii,,tro-1601960,TRUE,1.1,Synonym,Annonaceae,Monanthotaxis,,schweinfurthii,,,(Engl. & Diels) Verdc.,kew-2365435,Accepted,FALSE,FALSE,FALSE,2020-01-06
Friesodielsia paucinervia,Friesodielsia,,paucinervia,NA,NA,,,kew-2814705,TRUE,1.1,Accepted,Annonaceae,Friesodielsia,,paucinervia,,,(Merr.) Steenis,kew-2814705,Accepted,FALSE,FALSE,FALSE,2020-01-06
Uvaria anonoides,Uvaria,,anonoides,NA,NA,,,tro-1601774,TRUE,1.1,Accepted,Annonaceae,Uvaria,,anonoides,,,Baker f.,tro-1601774,Accepted,FALSE,FALSE,FALSE,2020-01-06
Melodorum topazensis,Melodorum,,topazensis,NA,NA,,,kew-2604922,TRUE,1.1,Unresolved,Annonaceae,Melodorum,,topazense,,,Jessup,kew-2604922,Unresolved,TRUE,FALSE,FALSE,2020-01-06
Dasymaschalon blumei,Dasymaschalon,,blumei,NA,NA,,,kew-2757617,TRUE,1.1,Synonym,Annonaceae,Dasymaschalon,,dasymaschalum,,,(Blume) I.M.Turner,kew-2604143,Accepted,FALSE,FALSE,FALSE,2020-01-06
Uvariodendron molundense var. citrata,Uvariodendron,,molundense,NA,var.,citrata,,kew-2448085,FALSE,1.1,Accepted,Annonaceae,Uvariodendron,,molundense,,,(Diels) R.E.Fr.,kew-2448085,Accepted,FALSE,FALSE,TRUE,2020-01-06
Mischogyne iddii,Mischogyne,,iddii,NA,NA,,,,FALSE,1.1,,,Mischogyne,,iddii,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Mischogyne gabonensis,Mischogyne,,gabonensis,NA,NA,,,,FALSE,1.1,,,Mischogyne,,gabonensis,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Mischogyne congensis,Mischogyne,,congensis,NA,NA,,,,FALSE,1.1,,,Mischogyne,,congensis,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Mischogyne elliotiana var. sericea,Mischogyne,,elliotiana,NA,var.,sericea,,kew-2365359,FALSE,1.1,Accepted,Annonaceae,Mischogyne,,elliotianum,,,(Engl. & Diels) R.E.Fr.,kew-2365359,Accepted,TRUE,FALSE,TRUE,2020-01-06
Mischogyne elliotiana var. elliotiana,Mischogyne,,elliotiana,NA,var.,elliotiana,,kew-2365359,TRUE,1.1,Accepted,Annonaceae,Mischogyne,,elliotianum,,,(Engl. & Diels) R.E.Fr.,kew-2365359,Accepted,TRUE,FALSE,TRUE,2020-01-06
Monodora junodii var. macrantha,Monodora,,junodii,NA,var.,macrantha,,tro-1600899,FALSE,1.1,Accepted,Annonaceae,Monodora,,junodii,,,Engl. & Diels,tro-1600899,Accepted,FALSE,FALSE,TRUE,2020-01-06
Monodora junodii var. junodii,Monodora,,junodii,NA,var.,junodii,,tro-1600899,TRUE,1.1,Accepted,Annonaceae,Monodora,,junodii,,,Engl. & Diels,tro-1600899,Accepted,FALSE,FALSE,TRUE,2020-01-06
Richella obtusata,Richella,,obtusata,NA,NA,,,tro-1602360,TRUE,1.1,Accepted,Annonaceae,Richella,,obtusata,,,(Baill.) R.E. Fr.,tro-1602360,Accepted,FALSE,FALSE,FALSE,2020-01-06
Goniothalamus undulatus,Goniothalamus,,undulatus,NA,NA,,,kew-2829783,TRUE,1.1,Accepted,Annonaceae,Goniothalamus,,undulatus,,,Ridl.,kew-2829783,Accepted,FALSE,FALSE,FALSE,2020-01-06
Annona conica,Annona,,conica,NA,NA,,,kew-2640821,TRUE,1.1,Unresolved,Annonaceae,Annona,,conica,,,Ruiz & Pav. ex G.Don,kew-2640821,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Annona stenophylla subsp. stenophylla,Annona,,stenophylla,NA,subsp.,stenophylla,,kew-2641038,TRUE,1.1,Accepted,Annonaceae,Annona,,stenophylla,,,Engl. & Diels,kew-2641038,Accepted,FALSE,FALSE,TRUE,2020-01-06
Annona stenophylla subsp. nana,Annona,,stenophylla,NA,subsp.,nana,,kew-2641042,TRUE,1.1,Accepted,Annonaceae,Annona,,stenophylla,subsp.,nana,(Exell) N.Robson,kew-2641042,Accepted,FALSE,FALSE,FALSE,2020-01-06
Annona x atemoya,Annona,×,atemoya,NA,NA,,,kew-2640789,TRUE,1.1,Unresolved,Annonaceae,Annona,×,atemoya,,,Mabb.,kew-2640789,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Asimina x nashii,Asimina,×,nashii,NA,NA,,,kew-2655421,TRUE,1.1,Accepted,Annonaceae,Asimina,×,nashii,,,Kral,kew-2655421,Accepted,FALSE,FALSE,FALSE,2020-01-06
Guatteria ucayaliana,Guatteria,,ucayaliana,NA,NA,,,kew-2834650,TRUE,1.1,Synonym,Annonaceae,Guatteria,,blepharophylla,,,Mart.,kew-2834266,Accepted,FALSE,FALSE,FALSE,2020-01-06
Guatteria pilosula,Guatteria,,pilosula,NA,NA,,,kew-2834543,TRUE,1.1,Accepted,Annonaceae,Guatteria,,pilosula,,,Planch. & Linden ex Triana & Planch.,kew-2834543,Accepted,FALSE,FALSE,FALSE,2020-01-06
Xylopia erythrodactyla,Xylopia,,erythrodactyla,NA,NA,,,,FALSE,1.1,,,Xylopia,,erythrodactyla,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Xylopia frutescens var. frutescens,Xylopia,,frutescens,NA,var.,frutescens,,kew-2468224,TRUE,1.1,Accepted,Annonaceae,Xylopia,,frutescens,,,Aubl.,kew-2468224,Accepted,FALSE,FALSE,TRUE,2020-01-06
Artabotrys hongkongensis,Artabotrys,,hongkongensis,NA,NA,,,kew-2653292,TRUE,1.1,Accepted,Annonaceae,Artabotrys,,honkongensis,,,Hance,kew-2653292,Accepted,TRUE,FALSE,FALSE,2020-01-06
Bocagea longepedunculata,Bocagea,,longepedunculata,NA,NA,,,kew-2677836,TRUE,1.1,Accepted,Annonaceae,Bocagea,,longipedunculata,,,Mart.,kew-2677836,Accepted,TRUE,FALSE,FALSE,2020-01-06
Drepananthus pruniferus,Drepananthus,,pruniferus,NA,NA,,,kew-2777810,TRUE,1.1,Accepted,Annonaceae,Drepananthus,,pruniferus,,,Maingay ex Hook.f. & Thomson,kew-2777810,Accepted,FALSE,FALSE,FALSE,2020-01-06
Ambavia gerrardii,Ambavia,,gerrardii,NA,NA,,,kew-2633289,TRUE,1.1,Accepted,Annonaceae,Ambavia,,gerrardii,,,(Baill.) Le Thomas,kew-2633289,Accepted,FALSE,FALSE,FALSE,2020-01-06
Cananga odorata var. fruticosa,Cananga,,odorata,NA,var.,fruticosa,,kew-2695746,TRUE,1.1,Accepted,Annonaceae,Cananga,,odorata,var.,fruticosa,(Craib) J.Sinclair,kew-2695746,Accepted,FALSE,FALSE,FALSE,2020-01-06
Anaxagorea javanica var. javanica,Anaxagorea,,javanica,NA,var.,javanica,,kew-2636371,TRUE,1.1,Accepted,Annonaceae,Anaxagorea,,javanica,,,Blume,kew-2636371,Accepted,FALSE,FALSE,TRUE,2020-01-06
Manglietia paruicula,Manglietia,,paruicula,NA,NA,,,tro-50328740,TRUE,1.1,Unresolved,Magnoliaceae,Manglietia,,paruicula,,,Y.W. Law & R.Z. Zhou,tro-50328740,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Magnolia x loebneri,Magnolia,×,loebneri,NA,NA,,,kew-117691,TRUE,1.1,Unresolved,Magnoliaceae,Magnolia,×,loebneri,,,Kache,kew-117691,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Magnolia x veitchii,Magnolia,×,veitchii,NA,NA,,,kew-117876,TRUE,1.1,Unresolved,Magnoliaceae,Magnolia,×,veitchii,,,Bean,kew-117876,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Magnolia pilocarpa,Magnolia,,pilocarpa,NA,NA,,,kew-252960,TRUE,1.1,Unresolved,Magnoliaceae,Magnolia,×,pilocarpa,,,Z.Z.Zhao & Z.W.Xie,kew-252960,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Michelia alba,Michelia,,alba,NA,NA,,,tro-50099121,TRUE,1.1,Accepted,Magnoliaceae,Michelia,,alba,,,DC.,tro-50099121,Accepted,FALSE,FALSE,FALSE,2020-01-06
Magnolia gustavii,Magnolia,,gustavii,NA,NA,,,kew-117627,TRUE,1.1,Accepted,Magnoliaceae,Magnolia,,gustavii,,,King,kew-117627,Accepted,FALSE,FALSE,FALSE,2020-01-06
Magnolia nitida var. nitida,Magnolia,,nitida,NA,var.,nitida,,tro-19300312,TRUE,1.1,Synonym,Magnoliaceae,Magnolia,,nitida,,,W.W.Sm.,kew-117728,Accepted,FALSE,FALSE,FALSE,2020-01-06
Magnolia liliifera var. liliifera,Magnolia,,liliifera,NA,var.,liliifera,,kew-117679,TRUE,1.1,Accepted,Magnoliaceae,Magnolia,,liliifera,,,(L.) Baill.,kew-117679,Accepted,FALSE,FALSE,TRUE,2020-01-06
Magnolia praecocissima,Magnolia,,praecocissima,NA,NA,,,kew-117781,TRUE,1.1,Synonym,Magnoliaceae,Magnolia,,kobus,,,DC.,kew-117662,Accepted,TRUE,FALSE,FALSE,2020-01-06
Magnolia macrophylla subsp. macrophylla,Magnolia,,macrophylla,NA,subsp.,macrophylla,,kew-345309,TRUE,1.1,Synonym,Magnoliaceae,Magnolia,,macrophylla,,,Michx.,kew-117698,Accepted,FALSE,FALSE,FALSE,2020-01-06
Magnolia latahensis,Magnolia,,latahensis,NA,NA,,,,FALSE,1.1,,,Magnolia,,latahensis,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Magnolia x soulangeana,Magnolia,×,soulangeana,NA,NA,,,kew-117840,TRUE,1.1,Accepted,Magnoliaceae,Magnolia,×,soulangeana,,,Soul.-Bod.,kew-117840,Accepted,FALSE,FALSE,FALSE,2020-01-06
Doliocarpus major subsp. major,Doliocarpus,,major,NA,subsp.,major,,tro-10900202,TRUE,1.1,Synonym,Dilleniaceae,Doliocarpus,,major,,,J.F.Gmel.,kew-2774739,Accepted,FALSE,FALSE,FALSE,2020-01-06
Hibbertia empetrifolia subsp. empetrifolia,Hibbertia,,empetrifolia,NA,subsp.,empetrifolia,,kew-2849155,TRUE,1.1,Unresolved,Dilleniaceae,Hibbertia,,empetrifolia,,,(DC.) Hoogland,kew-2849155,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Tetracera loureiri,Tetracera,,loureiri,NA,NA,,,tro-50225569,TRUE,1.1,Accepted,Dilleniaceae,Tetracera,,loureiri,,,(Finet & Gagnep.) Pierre ex W. G. Craib,tro-50225569,Accepted,FALSE,FALSE,FALSE,2020-01-06
Tetracera volubilis subsp. volubilis,Tetracera,,volubilis,NA,subsp.,volubilis,,tro-10900189,TRUE,1.1,Synonym,Dilleniaceae,Tetracera,,volubilis,,,L.,kew-2433711,Accepted,FALSE,FALSE,FALSE,2020-01-06
Tapiscia yunnanensis,Tapiscia,,yunnanensis,NA,NA,,,tro-50290977,TRUE,1.1,Accepted,Tapisciaceae,Tapiscia,,yunnanensis,,,W.C. Cheng & C.D. Chu,tro-50290977,Accepted,FALSE,FALSE,FALSE,2020-01-06
Staphylea elegans,Staphylea,,elegans,NA,NA,,,kew-2582129,TRUE,1.1,Unresolved,Staphyleaceae,Staphylea,,elegans,,,Zabel,kew-2582129,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Stachyurus salicifolius var. salicifolius,Stachyurus,,salicifolius,NA,var.,salicifolius,,tro-50172040,TRUE,1.1,Synonym,Stachyuraceae,Stachyurus,,salicifolius,,,Franch.,tro-50005664,Accepted,FALSE,FALSE,FALSE,2020-01-06
Stachyurus salicifolius var. lancifolius,Stachyurus,,salicifolius,NA,var.,lancifolius,,tro-50039734,TRUE,1.1,Synonym,Stachyuraceae,Stachyurus,,salicifolius,,,Franch.,tro-50005664,Accepted,FALSE,FALSE,FALSE,2020-01-06
Stachyurus chinensis var. latus,Stachyurus,,chinensis,NA,var.,latus,,kew-2893173,TRUE,1.1,Synonym,Stachyuraceae,Stachyurus,,chinensis,,,Franch.,kew-2902524,Accepted,FALSE,FALSE,FALSE,2020-01-06
Stachyurus macrocarpus var. prunifolius,Stachyurus,,macrocarpus,NA,var.,prunifolius,,kew-2580280,FALSE,1.1,Unresolved,Stachyuraceae,Stachyurus,,macrocarpus,,,Koidz.,kew-2580280,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Stachyurus praecox var. matsuzakii,Stachyurus,,praecox,NA,var.,matsuzakii,,tro-50182701,FALSE,1.1,Unresolved,Stachyuraceae,Stachyurus,,praecox,,,Siebold & Zucc.,tro-50182701,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Stylapterus ericoides subsp. pallidus,Stylapterus,,ericoides,NA,subsp.,pallidus,,tro-24400021,FALSE,1.1,Accepted,Penaeaceae,Stylapterus,,ericoides,,,A.Juss.,tro-24400021,Accepted,FALSE,FALSE,TRUE,2020-01-06
Penaea cneorum subsp. cneorum,Penaea,,cneorum,NA,subsp.,cneorum,,tro-24400008,TRUE,1.1,Synonym,Penaeaceae,Penaea,,cneorum,,,Meerb.,tro-24400007,Accepted,FALSE,FALSE,FALSE,2020-01-06
Warneckea mouririifolia,Warneckea,,mouririifolia,NA,NA,,,tro-50314824,TRUE,1.1,Accepted,Melastomataceae,Warneckea,,mouririifolia,,,(Brenan) Borhidi,tro-50314824,Accepted,FALSE,FALSE,FALSE,2020-01-06
